A Array Name	A UniGene Cluster	A Probe Set Name	B Array Name	B UniGene Cluster	B Probe Set Name	Percent Identity	Match	MinLen(Rep(A),Rep(B))	A Matches B Probe Selection Region	A Total Probes in Probe Set	B Matches A Probe Selection Region	B Total Probes in Probe Set	A Matches B Representative	B Matches A Representative	SIF Percent Identity	SIF Match	MinLen(SIF(A),SIF(B))	Good Match	Best Match
HG-U95Av2	Hs.12230	34504_at	HG-U133A	Hs.12230	214478_at	98	790	947	16	16	6	11	16	6	98	395	453	Y	Y
HG-U95Av2	Hs.1227	34506_at	HG-U133A	Hs.1227	218489_s_at	100	866	1154	15	16	7	11	15	7	100	408	492	Y	Y
HG-U95Av2	Hs.122708	34507_s_at	HG-U133A	Hs.122708	206223_at	100	4550	4954	16	16	10	11	16	10	99	275	354	Y	Y
HG-U95Av2	Hs.122785	34509_at	HG-U133A	Hs.122785	206522_at	100	5553	6508	16	16	10	11	16	10	100	379	394	Y	Y
HG-U95Av2	Hs.122908	34510_at	HG-U133A	Hs.122908	209832_s_at	98	1311	1503	16	16	9	11	16	9	100	402	420	Y	Y
HG-U95Av2	Hs.123004	34511_s_at	HG-U133A	Hs.123004	215935_at	99	2814	3185	15	16	6	11	16	6	99	201	259	Y	Y
HG-U95Av2	Hs.123022	34512_at	HG-U133A	Hs.123022	206128_at	98	1848	1991	14	16	7	11	16	7	97	368	432	Y	Y
HG-U95Av2	Hs.123078	34514_at	HG-U133A	Hs.123078	215442_s_at	98	800	1053	13	16	10	11	16	10	100	164	184	Y	Y
HG-U95Av2	Hs.123078	34515_g_at	HG-U133A	Hs.123078	215442_s_at	98	800	1053	10	16	10	11	16	10	100	164	184	Y	Y
HG-U95Av2	Hs.123132	34517_at	HG-U133A	Hs.77910	205822_s_at	99	1439	1650	15	16	6	11	15	8	99	327	461	Y	Y
HG-U95Av2	Hs.123420	34518_at	HG-U133A	Hs.123420	214859_at	99	3860	4722	16	16	9	11	16	9	100	450	475	Y	Y
HG-U95Av2	Hs.123655	34519_at	HG-U133A	Hs.123655	219790_s_at	100	1571	1752	9	16	2	11	9	9	99	176	491	Y	Y
HG-U95Av2	Hs.124161	34520_at	HG-U133A	Hs.124161	207592_s_at	99	2691	3372	12	16	9	11	12	9	100	255	309	Y	Y
HG-U95Av2	Hs.124224	34521_at	HG-U133A	Hs.21291	206249_at	99	3159	3569	13	16	8	11	15	8	98	369	375	Y	Y
HG-U95Av2	Hs.12440	34522_at	HG-U133A	Hs.12440	215456_at	99	1437	1725	12	16	6	11	16	6	99	395	534	Y	Y
HG-U95Av2	Hs.1247	34523_at	HG-U133A	Hs.1247	206894_at	100	1147	1440	13	16	7	11	15	7	99	453	557	Y	Y
HG-U95Av2	Hs.12473	34524_at	HG-U133A	Hs.12473	215149_at	98	1977	2505	14	16	5	11	16	5	93	333	447	Y	Y
HG-U95Av2	Hs.124931	34525_at	HG-U133A	Hs.124931	206413_s_at	100	906	1152	13	16	6	11	15	6	100	371	514	Y	Y
HG-U95Av2	Hs.12513	34526_s_at	HG-U133A	Hs.12513	214839_at	97	1376	1717	14	16	5	11	16	5	99	233	482	Y	Y
HG-U95Av2	Hs.12513	34527_r_at	HG-U133A	Hs.12513	214839_at	97	1376	1717	9	16	5	11	16	5	98	94	378	Y	Y
HG-U95Av2	Hs.12523	34531_at	HG-U133A	Hs.12523	210414_at	97	1309	1420	15	16	7	11	16	7	98	450	508	Y	Y
HG-U95Av2	Hs.12533	34532_at	HG-U133A	Hs.12533	214405_at	99	1100	1679	16	16	4	11	16	4	100	52	52	Y	Y
HG-U95Av2	Hs.12537	34533_at	HG-U133A	Hs.12537	214840_at	97	1037	1203	15	16	7	11	16	7	97	402	536	Y	Y
HG-U95Av2	Hs.2353	34534_at	HG-U133A	Hs.2353	207989_at	100	1858	2162	14	16	9	11	16	9	100	482	511	Y	Y
HG-U95Av2	Hs.2353	34535_at	HG-U133A	Hs.2353	211359_s_at	100	1235	1473	16	16	6	11	16	6	0	0	0	Y	Y
HG-U95Av2	Hs.2353	34536_g_at	HG-U133A	Hs.2353	211359_s_at	100	1235	1473	15	16	6	11	16	6	100	303	379	Y	Y
HG-U95Av2	Hs.2363	34537_at	HG-U133A	Hs.2363	207110_at	98	1613	1788	15	16	11	11	16	11	100	374	416	Y	Y
HG-U95Av2	Hs.23777	34538_at	HG-U133A	Hs.23777	216106_at	99	2082	2338	16	16	7	11	16	7	96	400	450	Y	Y
HG-U95Av2	Hs.238008	34539_at	HG-U133A	Hs.120017	216698_x_at	99	702	937	12	16	3	11	16	3	99	289	461	Y	Y
HG-U95Av2	Hs.2389	34540_at	HG-U133A	Hs.2389	207454_at	100	3083	3614	16	16	11	11	16	11	100	502	517	Y	Y
HG-U95Av2	Hs.23898	34541_at	HG-U133A	Hs.78358	213230_at	98	2412	2924	8	16	2	11	12	3	97	138	491	Y	Y
HG-U95Av2	Hs.239318	34542_at	HG-U133A	Hs.248017	207116_s_at	100	1274	1274	15	16	11	11	16	11	100	494	494	Y	Y
HG-U95Av2	Hs.239794	34543_at	HG-U133A	Hs.109012	206877_at	100	909	1002	11	16	4	11	11	9	100	173	431	Y	Y
HG-U95Av2	Hs.2480	34544_at	HG-U133A	Hs.145498	219540_at	100	2662	2876	5	16	3	11	15	3	100	165	524	Y	Y
HG-U95Av2	Hs.25770	34545_at	HG-U133A	Hs.25770	215343_at	100	1133	1633	9	16	2	11	16	2	100	50	156	Y	Y
HG-U95Av2	Hs.2582	34546_at	HG-U133A	Hs.2582	207269_at	99	495	542	15	16	6	11	15	6	100	313	356	Y	Y
HG-U95Av2	Hs.26047	34547_at	HG-U133A	Hs.26047	206817_x_at	99	1224	1719	14	16	6	11	16	6	99	370	517	Y	Y
HG-U95Av2	Hs.2624	34550_at	HG-U133A	Hs.2624	214652_at	100	2010	2342	14	16	7	11	16	7	100	484	536	Y	Y
HG-U95Av2	Hs.266	34551_at	HG-U133A	Hs.266	207725_at	100	2460	3110	16	16	8	11	16	8	100	464	480	Y	Y
HG-U95Av2	Hs.2681	34552_at	HG-U133A	Hs.2681	208138_at	100	338	413	15	16	6	11	16	6	100	263	380	Y	Y
HG-U95Av2	Hs.26952	34553_at	HG-U133A	Hs.26952	215793_at	100	1511	1630	16	16	10	11	16	10	100	430	476	Y	Y
HG-U95Av2	Hs.2700	34554_at	HG-U133A	Hs.2700	207462_at	99	1474	1857	15	16	10	11	16	10	100	353	463	Y	Y
HG-U95Av2	Hs.2743	34555_at	HG-U133A	Hs.2743	214517_at	100	891	1024	14	16	6	11	15	6	99	379	526	Y	Y
HG-U95Av2	Hs.2783	34556_at	HG-U133A	Hs.2783	208188_at	100	1927	2287	16	16	10	11	16	11	100	345	345	Y	Y
HG-U95Av2	Hs.2859	34558_at	HG-U133A	Hs.2859	206564_at	100	2231	2534	16	16	6	11	16	6	100	275	295	Y	Y
HG-U95Av2	Hs.2960	34560_at	HG-U133A	Hs.2960	207763_at	100	555	710	14	16	8	11	16	8	100	415	558	Y	Y
HG-U95Av2	Hs.30	34561_at	HG-U133A	Hs.30	207496_at	99	2879	3729	16	16	4	11	16	4	97	510	542	Y	Y
HG-U95Av2	Hs.3053	34562_at	HG-U133A	Hs.3053	206098_at	100	3025	3495	16	16	10	11	16	11	100	373	373	Y	Y
HG-U95Av2	Hs.3104	34563_at	HG-U133A	Hs.3104	206364_at	100	5643	6586	16	16	10	11	16	10	100	463	463	Y	Y
HG-U95Av2	Hs.31092	34564_at	HG-U133A	Hs.31092	215664_s_at	100	3104	3910	16	16	5	11	16	5	100	290	418	Y	Y
HG-U95Av2	Hs.3155	34565_at	HG-U133A	Hs.3155	208350_at	100	882	981	16	16	9	11	16	9	99	475	518	Y	Y
HG-U95Av2	Hs.3207	34566_at	HG-U133A	Hs.274534	214636_at	99	546	805	15	16	6	11	16	6	100	407	524	Y	Y
HG-U95Av2	Hs.3232	34567_at	HG-U133A	Hs.3232	207780_at	100	1580	2103	16	16	4	11	16	4	99	202	466	Y	Y
HG-U95Av2	Hs.32950	34568_at	HG-U133A	Hs.32950	207787_at	99	1271	1561	16	16	10	11	16	11	100	301	301	Y	Y
HG-U95Av2	Hs.3297	34570_at	HG-U133A	Hs.3297	200017_at	99	526	540	16	16	9	11	16	9	99	440	458	Y	Y
HG-U95Av2	Hs.3297	34570_at	HG-U133B	Hs.3297	200017_at	99	526	540	16	16	9	11	16	9	99	440	458	Y	Y
HG-U95Av2	Hs.36973	34571_at	HG-U133A	Hs.36973	210604_at	99	1190	1352	15	16	6	11	15	9	98	363	441	Y	Y
HG-U95Av2	Hs.37014	34572_at	HG-U133A	Hs.37014	207504_at	100	1228	1428	15	16	9	11	16	9	100	432	527	Y	Y
HG-U95Av2	Hs.37106	34574_at	HG-U133A	Hs.37106	210503_at	100	1394	1524	16	16	8	11	16	8	98	326	333	Y	Y
HG-U95Av2	Hs.37108	34575_f_at	HG-U133A	Hs.37108	214642_x_at	100	1413	1558	14	16	8	11	16	8	99	389	424	Y	Y
HG-U95Av2	Hs.37109	34576_at	HG-U133A	Hs.37109	210274_at	100	1547	1654	16	16	10	11	16	10	100	360	361	Y	Y
HG-U95Av2	Hs.37110	34577_at	HG-U133A	Hs.37110	210437_at	100	1522	1592	15	16	9	11	16	9	99	425	448	Y	Y
HG-U95Av2	Hs.37167	34578_at	HG-U133A	Hs.37167	207302_at	100	1494	1630	15	16	8	11	16	8	99	364	399	Y	Y
HG-U95Av2	Hs.37181	34579_r_at	HG-U133A	Hs.37181	208386_x_at	100	1664	2150	16	16	6	11	16	6	100	144	414	Y	Y
HG-U95Av2	Hs.372	34580_at	HG-U133A	Hs.372	207792_at	100	1499	1773	16	16	11	11	16	11	100	339	346	Y	Y
HG-U95Av2	Hs.37427	34581_s_at	HG-U133A	Hs.37427	207793_s_at	100	2624	2867	14	16	11	11	14	11	100	195	195	Y	Y
HG-U95Av2	Hs.380	34582_at	HG-U133A	Hs.380	208389_s_at	100	1432	1800	13	16	5	11	14	5	100	304	508	Y	Y
HG-U95Av2	Hs.385	34583_at	HG-U133A	Hs.385	206674_at	100	3179	3475	13	16	5	11	16	5	100	300	389	Y	Y
HG-U95Av2	Hs.41728	34584_at	HG-U133A	Hs.41728	207304_at	100	2288	2409	16	16	10	11	16	10	100	444	472	Y	Y
HG-U95Av2	Hs.419	34585_at	HG-U133A	Hs.419	207147_at	100	1701	1845	16	16	7	11	16	7	100	314	349	Y	Y
HG-U95Av2	Hs.419	34586_s_at	HG-U133A	Hs.419	215685_s_at	99	2796	3202	9	16	4	11	14	5	92	199	389	Y	Y
HG-U95Av2	Hs.46295	34587_at	HG-U133A	Hs.46295	214627_at	100	2115	2609	8	16	6	11	15	6	99	272	398	Y	Y
HG-U95Av2	Hs.46329	34588_i_at	HG-U133A	Hs.46329	208410_x_at	99	764	793	8	13	11	11	13	11	98	450	509	Y	Y
HG-U95Av2	Hs.46329	34589_f_at	HG-U133A	Hs.46329	208410_x_at	99	764	793	15	16	11	11	16	11	98	446	506	Y	Y
HG-U95Av2	Hs.46366	34590_at	HG-U133A	Hs.46366	208597_at	100	557	603	15	16	10	11	16	10	100	503	549	Y	Y
HG-U95Av2	Hs.49322	34591_at	HG-U133A	Hs.49322	207154_at	100	1951	2066	16	16	8	11	16	8	99	397	401	Y	Y
HG-U95Av2	Hs.5174	34592_at	HG-U133A	Hs.5174	201665_x_at	100	477	477	16	16	10	11	16	10	99	149	151	Y	Y
HG-U95Av2	Hs.5174	34593_g_at	HG-U133A	Hs.5174	201665_x_at	100	477	477	16	16	10	11	16	10	100	88	88	Y	Y
HG-U95Av2	Hs.5174	34594_at	HG-U133A	Hs.278526	204761_at	100	4324	4602	16	16	6	11	16	6	100	370	502	Y	Y
HG-U95Av2	Hs.5394	34595_at	HG-U133A		211916_s_at	100	2161	3132	10	16	2	11	10	6	100	80	355	Y	Y
HG-U95Av2	Hs.54415	34596_at	HG-U133A	Hs.54415	207803_s_at	99	690	820	15	16	11	11	16	11	99	464	518	Y	Y
HG-U95Av2	Hs.54426	34597_at	HG-U133A	Hs.54426	210956_at	100	1320	1673	16	16	4	11	16	4	100	236	348	Y	Y
HG-U95Av2	Hs.54433	34598_at	HG-U133A	Hs.54433	206990_at	100	4023	4716	16	16	7	11	16	7	100	424	519	Y	Y
HG-U95Av2	Hs.54468	34599_at	HG-U133A	Hs.54468	210737_at	100	2818	3256	13	16	8	11	16	8	100	373	523	Y	Y
HG-U95Av2		345_at	HG-U133A	Hs.112	208058_s_at	100	2087	2087	14	16	11	11	16	11	100	412	434	Y	Y
HG-U95Av2	Hs.54468	34600_s_at	HG-U133A	Hs.54468	208431_s_at	100	1907	2040	12	16	9	11	16	9	100	333	351	Y	Y
HG-U95Av2	Hs.54488	34601_at	HG-U133A	Hs.54488	214878_at	99	944	1007	3	16	2	11	16	2	94	188	468	Y	Y
HG-U95Av2	Hs.54517	34602_at	HG-U133A	Hs.54517	207804_s_at	98	993	1058	15	16	10	11	15	10	100	325	334	Y	Y
HG-U95Av2	Hs.550	34603_at	HG-U133A	Hs.550	211496_s_at	100	970	1182	14	16	9	11	16	9	100	354	454	Y	Y
HG-U95Av2	Hs.553	34604_at	HG-U133A	Hs.553	207519_at	99	1983	2508	15	16	5	11	16	5	97	490	534	Y	Y
HG-U95Av2	Hs.55888	34605_at	HG-U133A	Hs.55888	206684_s_at	100	2461	2758	15	16	11	11	16	11	100	524	524	Y	Y
HG-U95Av2	Hs.56247	34607_at	HG-U133A	Hs.56247	210439_at	99	2186	2609	15	16	7	11	16	7	97	437	459	Y	Y
HG-U95Av2	Hs.5662	34608_at	HG-U133A	Hs.5662	200651_at	100	859	1075	16	16	4	11	16	4	100	149	275	Y	Y
HG-U95Av2	Hs.5662	34609_g_at	HG-U133A	Hs.5662	200651_at	100	859	1075	14	16	4	11	16	4	100	148	172	Y	Y
HG-U95Av2	Hs.57679	34611_at	HG-U133A	Hs.57679	206579_at	100	3563	3923	15	16	11	11	16	11	100	424	506	Y	Y
HG-U95Av2	Hs.639	34612_at	HG-U133A	Hs.639	207885_at	100	456	456	14	16	10	11	16	10	100	360	391	Y	Y
HG-U95Av2	Hs.65750	34613_at	HG-U133A	Hs.65750	215419_at	100	3674	4638	14	16	10	11	15	10	99	506	527	Y	Y
HG-U95Av2	Hs.66739	34615_at	HG-U133A	Hs.66739	207811_at	100	1279	1871	16	16	8	11	16	8	100	420	443	Y	Y
HG-U95Av2	Hs.68601	34616_at	HG-U133A	Hs.68601	207810_at	100	1974	2173	16	16	8	11	16	8	100	331	403	Y	Y
HG-U95Av2	Hs.69049	34617_at	HG-U133A	Hs.69049	210614_at	100	761	915	9	16	4	11	9	8	99	225	548	Y	Y
HG-U95Av2	Hs.69351	34618_at	HG-U133A	Hs.69351	215420_at	99	1103	1419	11	16	3	11	16	3	99	147	373	Y	Y
HG-U95Av2	Hs.69752	34619_at	HG-U133A	Hs.69752	207324_s_at	100	3553	4255	16	16	7	11	16	7	99	227	235	Y	Y
HG-U95Av2	Hs.69959	34620_at	HG-U133A	Hs.22030	206802_at	99	2787	3279	15	16	7	11	16	7	100	223	469	Y	Y
HG-U95Av2	Hs.707	34621_at	HG-U133A	Hs.707	207908_at	100	1909	2427	16	16	8	11	16	8	100	297	378	Y	Y
HG-U95Av2	Hs.711	34622_at	HG-U133A	Hs.711	207814_at	100	442	466	16	16	8	11	16	8	100	278	302	Y	Y
HG-U95Av2	Hs.72887	34623_at	HG-U133A	Hs.72887	207529_at	99	426	449	16	16	7	11	16	7	99	291	313	Y	Y
HG-U95Av2	Hs.72901	34624_at	HG-U133A	Hs.72901	207530_s_at	99	603	837	8	16	7	11	8	8	100	222	429	Y	Y
HG-U95Av2	Hs.72938	34625_at	HG-U133A	Hs.72938	207816_at	100	609	727	16	16	7	11	16	7	100	422	540	Y	Y
HG-U95Av2	Hs.73082	34627_at	HG-U133A	Hs.73082	216921_s_at	100	1289	1669	15	16	8	11	16	8	99	224	308	Y	Y
HG-U95Av2	Hs.73083	34628_at	HG-U133A	Hs.73083	216226_at	100	2244	2556	16	16	11	11	16	11	100	507	507	Y	Y
HG-U95Av2	Hs.73182	34629_at	HG-U133A	Hs.73182	216919_at	100	1698	1955	15	16	8	11	16	8	100	454	511	Y	Y
HG-U95Av2	Hs.73184	34630_s_at	HG-U133A	Hs.169148	207959_s_at	100	2223	3163	16	16	10	11	16	11	100	117	167	Y	Y
HG-U95Av2	Hs.73393	34631_at	HG-U133A	Hs.73393	207327_at	99	2736	3077	16	16	8	11	16	8	99	377	409	Y	Y
HG-U95Av2	Hs.73734	34632_r_at	HG-U133A	Hs.73734	207926_at	100	3157	5207	16	16	4	11	16	4	100	325	360	Y	Y
HG-U95Av2	Hs.73734	34633_s_at	HG-U133A	Hs.73734	211525_s_at	100	2399	3533	14	16	4	11	16	4	100	215	480	Y	Y
HG-U95Av2	Hs.73739	34634_s_at	HG-U133A	Hs.73739	207818_s_at	99	1153	1385	16	16	7	11	16	7	100	407	451	Y	Y
HG-U95Av2	Hs.73739	34635_at	HG-U133A	Hs.73739	207927_at	100	1296	1518	16	16	11	11	16	11	100	114	116	Y	Y
HG-U95Av2	Hs.73809	34636_at	HG-U133A	Hs.73809	207328_at	99	1882	2671	16	16	4	11	16	4	100	76	76	Y	Y
HG-U95Av2	Hs.73843	34637_f_at	HG-U133A	Hs.73843	207820_at	99	1218	1456	15	16	6	11	16	6	100	292	339	Y	Y
HG-U95Av2	Hs.73843	34638_r_at	HG-U133A	Hs.73843	207820_at	99	1218	1456	12	16	6	11	16	6	100	292	339	Y	Y
HG-U95Av2	Hs.73888	34639_at	HG-U133A	Hs.73888	210515_at	100	2927	3238	16	16	9	11	16	9	100	339	339	Y	Y
HG-U95Av2	Hs.73888	34640_at	HG-U133A	Hs.73888	216930_at	100	1851	2309	12	16	8	11	12	8	100	194	204	Y	Y
HG-U95Av2	Hs.74094	34641_at	HG-U133A	Hs.74094	207330_at	100	3931	4615	15	16	7	11	16	7	100	414	477	Y	Y
HG-U95Av2	Hs.75103	34642_at	HG-U133A	Hs.75103	200641_s_at	100	897	1030	15	16	10	11	16	10	100	373	503	Y	Y
HG-U95Av2	Hs.75344	34643_at	HG-U133A	Hs.108124	200933_x_at	99	574	888	14	16	5	11	16	5	100	295	527	Y	Y
HG-U95Av2	Hs.75415	34644_at	HG-U133A	Hs.75415	201891_s_at	100	863	925	16	16	11	11	16	11	100	232	366	Y	Y
HG-U95Av2	Hs.75459	34645_at	HG-U133A	Hs.252259	208692_at	100	600	754	14	16	5	11	16	5	100	193	332	Y	Y
HG-U95Av2	Hs.75538	34646_at	HG-U133B	Hs.301547	200082_s_at	99	532	687	9	16	9	11	9	9	99	256	304	Y	Y
HG-U95Av2	Hs.75538	34646_at	HG-U133A	Hs.301547	200082_s_at	99	532	687	9	16	9	11	9	9	99	256	304	Y	Y
HG-U95Av2	Hs.76053	34647_at	HG-U133A	Hs.76053	200033_at	100	2111	2325	13	16	9	11	16	9	99	370	425	Y	Y
HG-U95Av2	Hs.76053	34647_at	HG-U133B	Hs.76053	200033_at	100	2111	2325	13	16	9	11	16	9	99	370	425	Y	Y
HG-U95Av2	Hs.76152	34648_at	HG-U133A	Hs.250773	200889_s_at	100	843	974	10	16	7	11	14	8	100	318	455	Y	Y
HG-U95Av2	Hs.76152	34649_at	HG-U133A	Hs.76152	201894_s_at	100	1503	1778	16	16	10	11	16	10	100	327	422	Y	Y
HG-U95Av2	Hs.777	34650_at	HG-U133A	Hs.777	206388_at	100	3729	4606	11	16	7	11	11	8	100	347	523	Y	Y
HG-U95Av2	Hs.78534	34651_at	HG-U133A	Hs.240013	208817_at	99	821	1226	16	16	9	11	16	9	100	318	348	Y	Y
HG-U95Av2	Hs.79564	34652_at	HG-U133A	Hs.79564	216975_x_at	99	1236	1581	16	16	7	11	16	8	100	472	493	Y	Y
HG-U95Av2	Hs.81218	34653_at	HG-U133A	Hs.81218	211570_s_at	97	1147	1515	9	16	9	11	9	9	98	316	441	Y	Y
HG-U95Av2	Hs.23200	34654_at	HG-U133A	Hs.23200	216095_x_at	100	2101	2767	16	16	10	11	16	10	100	359	416	Y	Y
HG-U95Av2	Hs.23205	34655_at	HG-U133A	Hs.23205	213270_at	99	743	793	16	16	9	11	16	9	100	453	495	Y	Y
HG-U95Av2	Hs.23205	34656_at	HG-U133A	Hs.23205	207984_s_at	99	2919	3461	16	16	7	11	16	7	99	423	479	Y	Y
HG-U95Av2	Hs.232076	34657_at	HG-U133A	Hs.232076	203156_at	99	5163	5936	16	16	8	11	16	8	100	458	506	Y	Y
HG-U95Av2	Hs.2324	34658_at	HG-U133A	Hs.2324	210122_at	99	445	477	13	16	9	11	13	9	99	213	295	Y	Y
HG-U95Av2	Hs.23255	34659_at	HG-U133A	Hs.23255	206550_s_at	99	3399	4200	16	16	6	11	16	10	100	311	368	Y	Y
HG-U95Av2	Hs.23262	34660_at	HG-U133A	Hs.23262	213566_at	99	946	1036	15	16	8	11	16	8	100	490	543	Y	Y
HG-U95Av2	Hs.23263	34661_at	HG-U133A	Hs.23263	212786_at	99	5586	6657	9	16	4	11	16	5	99	134	392	Y	Y
HG-U95Av2	Hs.233450	34663_at	HG-U133A	Hs.278443	210889_s_at	98	1140	1466	13	16	8	11	13	8	97	290	299	Y	Y
HG-U95Av2	Hs.233450	34665_g_at	HG-U133A	Hs.278443	211395_x_at	99	597	967	16	16	6	11	16	6	100	56	56	Y	Y
HG-U95Av2	Hs.233578	34666_at	HG-U133A	Hs.318885	216841_s_at	99	792	989	5	16	8	11	5	9	100	105	413	Y	Y
HG-U95Av2	Hs.233649	34667_at	HG-U133A	Hs.3187	202584_at	98	3400	4091	2	16	2	11	16	2	100	25	473	Y	Y
HG-U95Av2	Hs.234015	34669_at	HG-U133A	Hs.274184	212457_at	99	3013	3338	13	16	9	11	15	9	98	120	126	Y	Y
HG-U95Av2	Hs.234070	34670_at	HG-U133A	Hs.279854	209166_s_at	99	2684	3084	15	16	6	11	15	6	99	310	397	Y	Y
HG-U95Av2	Hs.234104	34671_at	HG-U133A	Hs.250745	209382_at	98	1530	1843	13	16	6	11	13	9	100	194	276	Y	Y
HG-U95Av2	Hs.234246	34672_at	HG-U133A	Hs.173802	203387_s_at	99	5038	5922	14	16	9	11	14	10	100	449	558	Y	Y
HG-U95Av2	Hs.234348	34674_at	HG-U133A	Hs.292707	205334_at	99	489	607	16	16	7	11	16	7	99	392	540	Y	Y
HG-U95Av2	Hs.23437	34675_at	HG-U133A	Hs.23437	213413_at	99	951	1517	13	16	5	11	16	8	100	165	334	Y	Y
HG-U95Av2	Hs.234506	34676_at	HG-U133A	Hs.159377	204066_s_at	99	3698	4112	8	16	3	11	8	9	100	267	469	Y	Y
HG-U95Av2	Hs.234573	34677_f_at	HG-U133A	Hs.234573	213510_x_at	96	3325	4370	13	13	5	11	13	5	100	40	40	Y	Y
HG-U95Av2	Hs.234680	34678_at	HG-U133A	Hs.234680	201798_s_at	99	4128	4866	16	16	7	11	16	7	100	302	446	Y	Y
HG-U95Av2	Hs.234799	34679_at	HG-U133A	Hs.234799	202315_s_at	99	3871	4739	12	16	9	11	15	11	97	276	377	Y	Y
HG-U95Av2	Hs.23488	34680_s_at	HG-U133A	Hs.23488	202753_at	99	911	1308	15	16	4	11	16	4	100	367	482	Y	Y
HG-U95Av2	Hs.234907	34681_at	HG-U133A	Hs.212414	206941_x_at	100	5398	6474	12	16	10	11	16	10	100	278	294	Y	Y
HG-U95Av2	Hs.234907	34682_at	HG-U133A	Hs.279803	207470_at	100	3179	4746	13	16	3	11	16	3	100	159	247	Y	Y
HG-U95Av2	Hs.234916	34683_at	HG-U133A	Hs.81248	204113_at	99	1680	2113	14	16	9	11	14	9	100	322	362	Y	Y
HG-U95Av2	Hs.235069	34684_at	HG-U133A	Hs.192570	212917_x_at	98	313	935	9	16	5	11	9	5	99	191	342	Y	Y
HG-U95Av2	Hs.235069	34685_at	HG-U133A	Hs.235069	213878_at	100	668	777	16	16	10	11	16	10	100	465	482	Y	Y
HG-U95Av2	Hs.2352	34686_at	HG-U133A	Hs.2352	213219_at	99	4304	5877	15	16	6	11	16	6	100	256	303	Y	Y
HG-U95Av2	Hs.235685	34687_at	HG-U133A	Hs.30057	218536_at	99	1589	1946	15	16	9	11	15	9	100	407	427	Y	Y
HG-U95Av2	Hs.23585	34688_at	HG-U133A	Hs.23585	212765_at	99	4685	5259	16	16	8	11	16	8	100	505	540	Y	Y
HG-U95Av2	Hs.23595	34689_at	HG-U133A	Hs.278408	205875_s_at	98	1152	1260	16	16	11	11	16	11	100	444	467	Y	Y
HG-U95Av2	Hs.236123	34691_f_at	HG-U133A	Hs.323342	217818_s_at	100	681	820	8	16	8	11	10	11	100	88	183	Y	Y
HG-U95Av2	Hs.236123	34692_r_at	HG-U133A	Hs.323342	217818_s_at	100	681	820	15	16	8	11	16	11	99	162	183	Y	Y
HG-U95Av2	Hs.236270	34693_at	HG-U133A	Hs.288215	204542_at	98	1637	1908	16	16	9	11	16	10	99	459	497	Y	Y
HG-U95Av2	Hs.236371	34695_at	HG-U133A	Hs.250581	201827_at	96	534	558	16	16	5	11	16	5	99	307	311	Y	Y
HG-U95Av2	Hs.236642	34696_at	HG-U133A	Hs.236642	213374_x_at	98	949	1221	15	16	8	11	15	8	100	257	396	Y	Y
HG-U95Av2	Hs.23672	34697_at	HG-U133A	Hs.23672	205606_at	99	4475	5301	15	16	7	11	16	7	100	457	506	Y	Y
HG-U95Av2	Hs.237112	34698_at	HG-U133A	Hs.296184	204762_s_at	97	1121	1550	14	16	6	11	14	8	99	320	478	Y	Y
HG-U95Av2	Hs.237135	34699_at	HG-U133A	Hs.265561	203593_at	98	1817	3535	13	16	9	11	13	9	99	520	530	Y	Y
HG-U95Av2		346_s_at	HG-U133A	Hs.89472	208016_s_at	100	1563	1563	15	16	11	11	16	11	100	459	475	Y	Y
HG-U95Av2	Hs.237293	34700_at	HG-U133A	Hs.183454	213885_at	100	476	1678	11	16	10	11	11	10	100	332	351	Y	Y
HG-U95Av2	Hs.23731	34701_at	HG-U133A	Hs.23731	204592_at	98	3626	3995	14	16	7	11	16	7	98	159	255	Y	Y
HG-U95Av2	Hs.237548	34705_at	HG-U133A	Hs.288013	203512_at	100	1164	1217	13	16	6	11	16	6	99	371	415	Y	Y
HG-U95Av2	Hs.23763	34706_at	HG-U133A	Hs.23763	212945_s_at	99	4142	4815	13	16	9	11	14	11	100	404	502	Y	Y
HG-U95Av2	Hs.237761	34707_at	HG-U133A	Hs.25601	208807_s_at	99	5679	6771	8	16	4	11	10	9	100	199	543	Y	Y
HG-U95Av2	Hs.237838	34708_at	HG-U133A	Hs.21415	205866_at	98	1349	1564	14	16	7	11	15	7	96	390	417	Y	Y
HG-U95Av2	Hs.23860	34712_at	HG-U133A	Hs.23860	212838_at	99	4403	5555	16	16	11	11	16	11	100	330	365	Y	Y
HG-U95Av2	Hs.238833	34713_at	HG-U133A	Hs.168212	203943_at	99	4074	4724	13	16	4	11	16	4	100	195	268	Y	Y
HG-U95Av2	Hs.23889	34714_at	HG-U133A	Hs.23889	204502_at	98	1848	2222	16	16	9	11	16	9	99	377	445	Y	Y
HG-U95Av2	Hs.239	34715_at	HG-U133A	Hs.239	202580_x_at	99	2870	3336	15	16	9	11	16	9	100	416	472	Y	Y
HG-U95Av2	Hs.239041	34716_at	HG-U133A	Hs.3530	213594_x_at	99	572	1044	16	16	7	11	16	7	100	239	239	Y	Y
HG-U95Av2	Hs.239041	34717_s_at	HG-U133A	Hs.288038	210178_x_at	100	605	620	16	16	10	11	16	10	100	334	349	Y	Y
HG-U95Av2	Hs.239176	34718_at	HG-U133A	Hs.239176	203627_at	99	4976	5876	12	16	7	11	16	11	100	176	339	Y	Y
